time,distancia,velocidade,direcao,energia,minhaEnergia,meuGunHeat
5,625.1616367783953,5.0,90.76759490452798,100.0,100.0,2.4999999999999996
24,491.75931860720357,8.0,114.26759490452797,100.0,100.0,0.5999999999999984
42,421.6981888485798,8.0,42.26759490452789,100.0,100.0,0.0
62,583.9394668696086,8.0,322.2675949045278,100.0,100.0,0.0
79,677.2761023073878,8.0,22.267594904528035,100.0,100.0,0.0
80,685.9394755398254,8.0,26.267594904528035,100.0,100.0,0.0
99,747.889679276687,8.0,102.2675949045281,100.0,100.0,0.0
117,597.6291728418379,8.0,174.26759490452804,100.0,100.0,0.0
118,595.0647533011506,8.0,178.26759490452804,100.0,100.0,0.0
136,513.1926248937309,8.0,208.26759490452804,99.0,100.0,0.0
154,340.40762190420145,8.0,136.26759490452793,101.0,96.0,0.0
174,376.89734161659385,8.0,56.26759490452782,101.0,96.0,0.0
175,375.9291768230151,8.0,52.26759490452781,101.0,96.0,0.0
193,425.8059287393813,8.0,116.26759490452804,101.0,96.0,0.0
213,376.24939033382617,8.0,196.26759490452815,101.0,96.0,0.0
231,233.94992130016104,8.0,268.2675949045281,100.0,96.0,0.0
248,245.29373483098502,8.0,302.2675949045281,103.0,92.0,0.0
249,239.22245573894378,8.0,298.2675949045281,103.0,92.0,0.0
264,200.28865401838672,8.0,238.267594904528,103.0,92.0,0.0
265,201.45418643399674,8.0,234.267594904528,103.0,92.0,0.0
282,140.2314675330249,8.0,166.26759490452793,103.0,92.0,0.0
283,130.8786860499559,8.0,162.2675949045279,103.0,92.0,0.0
296,92.84908228492927,8.0,166.2675949045281,103.0,92.0,0.0
297,95.3002687128478,8.0,170.2675949045281,103.0,92.0,0.0
313,112.10429692641432,8.0,234.26759490452815,103.0,92.0,0.0
314,118.56969808653591,8.0,238.26759490452818,103.0,92.0,0.0
315,126.40034843819585,8.0,242.26759490452818,103.0,92.0,0.0
333,312.94501199251494,8.0,314.26759490452827,103.0,92.0,0.0
334,313.86709998477943,8.0,318.26759490452815,103.0,92.0,0.0
355,230.77824044604205,8.0,42.26759490452819,103.0,92.0,0.0
373,266.61026975210297,8.0,344.2675949045281,103.0,92.0,0.0
374,272.6105622997174,8.0,340.26759490452815,103.0,92.0,0.0
393,414.2411562584747,8.0,264.26759490452804,103.0,92.0,0.0
410,500.3159502444444,8.0,260.2675949045282,103.0,92.0,0.0
429,523.800722821101,-8.0,3.2675949045282286,100.0,92.0,0.0
447,485.2151496021617,8.0,99.51759490452815,97.0,92.0,0.0
466,309.53711832004427,8.0,102.26759490452815,95.0,92.0,0.0
484,241.57741430547932,8.0,30.267594904528092,98.0,88.0,0.0
485,240.59014826387406,8.0,26.267594904528092,98.0,88.0,0.0
505,373.5591142012088,8.0,330.26759490452815,98.0,88.0,0.0
523,452.76949176339997,8.0,42.267594904528245,98.0,88.0,0.0
543,456.3800003408339,8.0,122.26759490452832,98.0,88.0,0.0
561,285.82150622031077,8.0,194.26759490452827,97.0,88.0,0.0
562,283.6164096889291,8.0,198.26759490452824,97.0,88.0,0.0
579,222.15386084574783,8.0,192.2675949045282,97.0,88.0,0.0
580,211.44679497138898,8.0,188.2675949045282,97.0,88.0,0.0
595,79.08322299182896,8.0,128.2675949045281,96.0,88.0,0.0
596,70.60219162725947,8.0,124.2675949045281,96.0,88.0,0.0
597,62.30331499889019,8.0,120.2675949045281,96.0,88.0,0.0
598,54.79873784348477,8.0,116.2675949045281,96.0,88.0,0.0
620,174.5757008645716,8.0,68.2675949045282,99.0,84.0,0.0
621,174.52735421826023,8.0,72.2675949045282,99.0,84.0,0.0
639,280.64377713751674,8.0,144.2675949045283,99.0,84.0,0.0
640,289.40650098359305,8.0,148.2675949045283,99.0,84.0,0.0
660,262.27867360389587,8.0,228.2675949045282,99.0,84.0,0.0
661,257.3580321933195,8.0,232.26759490452824,99.0,84.0,0.0
678,154.83605459797909,8.0,300.2675949045283,99.0,84.0,0.0
679,147.41992502152314,8.0,304.2675949045283,98.0,84.0,0.0
699,69.00806645808085,-6.0,239.51759490452827,99.4,79.4,0.0
700,70.27324688988192,-7.0,234.01759490452827,99.4,79.4,0.0
712,100.19945876740637,-8.0,185.2675949045282,99.4,79.4,0.0
713,111.81748038699011,-8.0,181.2675949045282,99.4,79.4,0.0
729,194.31993576680944,-8.0,158.26759490452827,99.4,79.4,0.0
730,193.7768952552711,-8.0,162.26759490452827,99.4,79.4,0.0
747,292.2576572237661,-8.0,230.26759490452835,101.4,75.4,0.0
748,305.63404218158166,-8.0,234.26759490452838,101.4,75.4,0.0
767,382.2372039448063,-8.0,310.2675949045285,101.4,75.4,0.0
768,373.32606401735376,-8.0,314.2675949045285,101.4,75.4,0.0
785,418.98143016062073,8.0,40.26759490452834,101.4,75.4,0.0
786,434.9448274692366,8.0,36.26759490452834,101.4,75.4,0.0
804,558.1615277516775,8.0,324.2675949045283,101.4,75.4,0.0
821,514.1529839739455,8.0,256.2675949045282,101.4,75.4,0.0
822,517.1356903497992,8.0,252.2675949045282,101.4,75.4,0.0
840,472.84125585039703,8.0,276.2675949045284,101.4,75.4,0.0
857,528.1456185315325,8.0,344.2675949045285,101.4,75.4,0.0
877,690.002117343466,8.0,64.26759490452837,101.4,75.4,0.0
895,639.3202829276869,8.0,136.26759490452847,101.4,75.4,0.0
915,686.5541172599559,8.0,62.2675949045283,101.4,75.4,0.0
933,797.9703857768741,8.0,350.26759490452827,101.4,75.4,0.0
951,930.5941325270632,0.0,358.26759490452844,98.4,75.4,0.0
952,922.0824241661626,-1.0,8.267594904528426,98.4,75.4,0.0
969,830.1581068290076,-8.0,97.26759490452848,98.4,75.4,0.0
988,859.0771701606186,8.0,197.26759490452844,94.4,75.4,0.0
1006,698.6908991735708,8.0,188.26759490452838,94.4,75.4,0.0
1025,620.2036273889515,8.0,112.26759490452828,93.4,75.4,0.0
1044,663.8266527316431,8.0,60.26759490452838,93.4,75.4,0.0
1063,725.9906728450089,8.0,136.26759490452847,93.4,75.4,0.0
1081,600.6112661417236,8.0,208.26759490452858,93.4,75.4,0.0
1082,600.6688993485224,8.0,212.2675949045286,93.4,75.4,0.0
1100,505.6505863159159,8.0,284.2675949045285,92.4,75.4,0.0
1117,494.70479207214873,8.0,286.2675949045285,95.4,71.4,0.0
1118,501.70453382761656,8.0,282.2675949045285,95.4,71.4,0.0
1136,452.50477522259564,8.0,210.26759490452838,95.4,71.4,0.0
1154,287.13200042176084,8.0,138.26759490452847,94.4,71.4,0.0
1173,183.98337032982312,8.0,214.26759490452855,93.4,71.4,0.0
1174,169.2609219010033,8.0,218.26759490452858,93.4,71.4,0.0
1188,123.80925873252,8.0,274.26759490452866,96.4,67.4,0.0
1189,130.88324210937571,8.0,278.2675949045286,96.4,67.4,0.0
1208,289.510392740663,8.0,354.2675949045286,96.4,67.4,0.0
1226,342.35476890536046,8.0,32.267594904528565,96.4,67.4,0.0
1227,350.8197475580286,8.0,28.26759490452856,96.4,67.4,0.0
1246,524.4131631853306,8.0,312.2675949045285,96.4,67.4,0.0
1263,552.6051403226701,8.0,244.2675949045284,96.4,67.4,0.0
1282,620.0200718998933,8.0,288.2675949045286,96.4,67.4,0.0
1299,732.0101601729586,8.0,356.2675949045287,96.4,67.4,0.0
1300,738.8463410893379,8.0,0.2675949045287204,96.4,67.4,0.0
1319,798.3628491127639,8.0,76.2675949045286,96.4,67.4,0.0
1337,665.920676566931,8.0,130.2675949045286,96.4,67.4,0.0
1338,661.8720382903717,8.0,126.26759490452861,96.4,67.4,0.0
1357,665.6429101410391,8.0,50.267594904528494,96.4,67.4,0.0
1375,753.7679525042047,8.0,338.2675949045285,96.4,67.4,0.0
1394,891.8152076235104,-4.0,33.76759490452863,93.4,67.4,0.0
1412,864.3144521418483,-8.0,113.26759490452869,93.4,67.4,0.0
1431,881.8486410741881,8.0,213.26759490452866,89.4,67.4,0.0
1448,770.8690671503043,8.0,176.26759490452858,89.4,67.4,0.0
1467,665.5551153278778,8.0,100.26759490452847,88.4,67.4,0.0
1468,658.4403827294044,8.0,96.26759490452847,88.4,67.4,0.0
1486,638.2388741124264,8.0,72.26759490452861,88.4,67.4,0.0
1506,596.8047533094542,8.0,152.26759490452872,88.4,67.4,0.0
1523,433.96961352955094,8.0,220.26759490452878,87.4,67.4,0.0
1524,433.92403470764214,8.0,224.2675949045288,87.4,67.4,0.0
1542,473.80032162164036,8.0,296.2675949045287,87.4,67.4,0.0
1559,554.0061444178299,8.0,274.26759490452866,90.4,63.400000000000006,0.0
1578,573.8745214527373,8.0,198.26759490452858,90.4,63.400000000000006,0.0
1595,455.5538623812002,8.0,146.26759490452866,90.4,63.400000000000006,0.0
1613,385.1545096260272,8.0,218.26759490452875,90.4,63.400000000000006,0.0
1614,387.7176975335122,8.0,222.26759490452878,90.4,63.400000000000006,0.0
1630,519.2851713076216,8.0,286.26759490452883,90.4,63.400000000000006,0.0
1631,525.7508942160679,8.0,290.26759490452883,90.4,63.400000000000006,0.0
1650,517.7311734976075,8.0,41.7675949045286,87.4,63.400000000000006,0.0
1651,515.9406051252525,8.0,45.76759490452859,87.4,63.400000000000006,0.0
1669,562.0164360502938,8.0,340.26759490452855,87.4,63.400000000000006,0.0
1688,643.9577468603835,-6.0,239.51759490452852,84.4,63.400000000000006,0.0
1706,564.7382238586974,-8.0,288.2675949045288,84.4,63.400000000000006,0.0
1707,558.2548056241492,-8.0,292.2675949045288,84.4,63.400000000000006,0.0
1726,434.36648080448543,-8.0,8.267594904528874,84.4,63.400000000000006,0.0
1742,418.82033459269917,2.0,92.5175949045287,84.4,63.400000000000006,0.0
1743,415.4029554521477,3.0,101.0175949045287,84.4,63.400000000000006,0.0
1762,279.6943156750467,8.0,90.26759490452865,83.4,63.400000000000006,0.0
1763,273.69755576281415,8.0,86.26759490452865,83.4,63.400000000000006,0.0
1781,267.88908606857615,8.0,14.267594904528607,86.4,59.400000000000006,0.0
1782,276.7763332368001,8.0,10.267594904528607,86.4,59.400000000000006,0.0
1801,452.3236111307615,8.0,342.2675949045287,86.4,59.400000000000006,0.0
1819,528.2649975972353,8.0,54.26759490452874,86.4,59.400000000000006,0.0
1839,535.5232918413802,8.0,134.26759490452886,86.4,59.400000000000006,0.0
1857,370.3614920517446,8.0,206.2675949045288,85.4,59.400000000000006,0.0
1875,283.16115161261274,8.0,180.2675949045287,84.4,59.400000000000006,0.0
1876,269.20369573304885,8.0,176.2675949045287,84.4,59.400000000000006,0.0
1894,151.0607559681452,8.0,104.26759490452858,84.4,59.400000000000006,0.0
1895,161.1993344866691,8.0,100.26759490452858,84.4,59.400000000000006,0.0
1896,172.337567944554,8.0,96.26759490452858,84.4,59.400000000000006,0.0
1915,312.44655695152994,8.0,76.26759490452872,84.4,59.400000000000006,0.0
1934,387.49844658672544,8.0,152.2675949045288,84.4,59.400000000000006,0.0
1954,312.76379113818837,8.0,232.26759490452875,84.4,59.400000000000006,0.0
1955,301.7775627760687,8.0,236.26759490452872,84.4,59.400000000000006,0.0
1972,192.75424101851266,8.0,304.26759490452883,83.4,59.400000000000006,0.0
1988,107.5889556373037,8.0,270.2675949045288,83.4,59.400000000000006,0.0
1989,93.34865084875825,8.0,266.2675949045288,83.4,59.400000000000006,0.0
1990,78.88404046889991,8.0,262.2675949045288,83.4,59.400000000000006,0.0
2006,196.3183442158718,-8.0,181.26759490452878,84.20000000000002,54.2,0.0
2007,210.87701479201937,-8.0,177.26759490452875,84.20000000000002,54.2,0.0
2023,256.9170117191681,-8.0,162.26759490452883,84.20000000000002,54.2,0.0
2041,410.3796381125886,-8.0,234.26759490452892,83.20000000000002,54.2,0.0
2061,418.2614577271667,-8.0,314.26759490452906,83.20000000000002,54.2,0.0
2079,525.339230558536,8.0,36.2675949045289,83.20000000000002,54.2,0.0
2098,603.5485777329892,8.0,320.2675949045289,83.20000000000002,54.2,0.0
2115,621.3093377765437,8.0,252.26759490452878,83.20000000000002,54.2,0.0
2134,533.50033830943,8.0,280.26759490452895,83.20000000000002,54.2,0.0
2151,643.347794488749,8.0,348.26759490452906,83.20000000000002,54.2,0.0
2171,753.4612715008186,8.0,68.26759490452893,83.20000000000002,54.2,0.0
2189,746.7863086594494,8.0,138.26759490452895,83.20000000000002,54.2,0.0
2209,740.4204982228023,8.0,58.26759490452885,83.20000000000002,54.2,0.0
2227,913.5233018233056,8.0,346.26759490452883,83.20000000000002,54.2,0.0
2245,883.7139456761732,-8.0,29.267594904528885,80.20000000000002,54.2,0.0
2246,868.5031554444581,-8.0,33.26759490452888,80.20000000000002,54.2,0.0
2263,824.7658099417068,-8.0,101.26759490452893,80.20000000000002,54.2,0.0
2282,831.804933096268,5.0,205.76759490452892,79.20000000000002,54.2,0.0
2300,726.9714639105234,8.0,176.26759490452883,78.20000000000002,54.2,0.0
2319,614.2970390733165,8.0,100.26759490452875,78.20000000000002,54.2,0.0
2338,731.6639373177672,8.0,72.26759490452885,78.20000000000002,54.2,0.0
2357,701.8433783982737,8.0,148.26759490452895,78.20000000000002,54.2,0.0
2375,622.7692597215492,8.0,220.26759490452903,77.20000000000002,54.2,0.0
2376,622.8318501164206,8.0,224.26759490452906,77.20000000000002,54.2,0.0
2394,489.4004287266365,8.0,296.267594904529,77.20000000000002,54.2,0.0
2411,544.9071936408293,8.0,274.26759490452895,80.20000000000002,50.2,0.0
2429,444.6312920253297,8.0,202.2675949045288,80.20000000000002,50.2,0.0
2430,430.81170921923837,8.0,198.26759490452883,80.20000000000002,50.2,0.0
2448,321.38181512499847,8.0,150.26759490452895,79.20000000000002,50.2,0.0
2467,160.55013167867514,8.0,226.26759490452906,78.20000000000002,50.2,0.0
2482,175.09925502702006,8.0,286.2675949045291,78.20000000000002,50.2,0.0
2483,183.94392268792012,8.0,290.2675949045291,78.20000000000002,50.2,0.0
2502,327.0297032712374,8.0,6.267594904529054,78.20000000000002,50.2,0.0
2521,416.78641105990187,8.0,16.267594904529023,78.20000000000002,50.2,0.0
2540,551.747598089313,8.0,300.26759490452895,78.20000000000002,50.2,0.0
2557,590.7728175706125,8.0,232.26759490452886,78.20000000000002,50.2,0.0
2576,662.0866557433063,8.0,300.2675949045291,78.20000000000002,50.2,0.0
2594,788.9790963551519,8.0,12.26759490452918,78.20000000000002,50.2,0.0
2613,805.3258331058091,8.0,88.26759490452906,78.20000000000002,50.2,0.0
2631,689.6169741870747,8.0,118.26759490452905,78.20000000000002,50.2,0.0
2632,688.25116138479,8.0,114.26759490452903,78.20000000000002,50.2,0.0
2651,686.7187269622533,8.0,38.267594904528956,78.20000000000002,50.2,0.0
2669,825.7977433146756,8.0,326.2675949045289,78.20000000000002,50.2,0.0
2688,878.682485649604,-8.0,53.267594904529076,75.20000000000002,50.2,0.0
2706,920.4727683675668,-8.0,125.26759490452916,75.20000000000002,50.2,0.0
2724,908.705496096563,8.0,227.2675949045291,72.20000000000002,50.2,0.0
2725,902.1600842218602,8.0,228.2675949045291,72.20000000000002,50.2,0.0
2742,801.5343761693719,8.0,160.267594904529,72.20000000000002,50.2,0.0
2761,688.4236562767278,8.0,84.26759490452889,71.20000000000002,50.2,0.0
2762,682.6377975401468,8.0,80.26759490452888,71.20000000000002,50.2,0.0
2780,705.5937495860237,8.0,88.26759490452906,71.20000000000002,50.2,0.0
2799,601.5034870033004,8.0,164.26759490452915,71.20000000000002,50.2,0.0
2800,587.4044978234882,8.0,168.26759490452915,71.20000000000002,50.2,0.0
2817,486.89679425198847,8.0,236.26759490452906,70.20000000000002,50.2,0.0
2835,530.5374824859365,8.0,308.2675949045291,69.20000000000007,49.19999999999999,0.0
2836,533.7020111528993,8.0,312.2675949045292,69.10000000000008,49.09999999999999,0.0
2853,628.1072319300388,8.0,258.26759490452906,67.40000000000018,47.39999999999996,0.0
2871,602.3235387068205,8.0,186.26759490452895,65.60000000000028,45.59999999999994,0.0
2872,595.3216951083526,8.0,182.26759490452895,65.50000000000028,45.499999999999936,0.0
2889,471.1334763493568,8.0,162.2675949045291,63.80000000000037,43.79999999999991,0.0
2907,439.271134218189,8.0,234.26759490452918,62.00000000000034,41.999999999999886,0.0
2908,445.2292001579006,8.0,238.2675949045292,61.90000000000034,41.899999999999885,0.0
2925,524.2931656684401,-2.0,325.26759490452906,57.200000000000315,40.19999999999986,0.0
2945,501.71221950901815,8.0,20.267594904529002,55.20000000000029,38.19999999999983,0.0
2963,610.529360013603,8.0,308.26759490452895,53.40000000000026,36.39999999999981,0.0
2982,620.9649928466023,-8.0,248.26759490452912,48.500000000000234,34.49999999999978,0.0
2983,616.2000887321061,-8.0,252.26759490452912,48.40000000000023,34.39999999999978,0.0
3001,497.4246865795745,-8.0,324.26759490452923,46.60000000000021,32.59999999999975,0.0
3019,403.23623054484955,-8.0,36.26759490452928,44.80000000000018,30.799999999999727,0.0
3037,349.78639434859497,8.0,134.26759490452912,42.50000000000016,29.49999999999971,0.0
3057,244.05676601896133,8.0,54.267594904529005,42.50000000000016,29.49999999999971,0.0
3076,356.1144161019389,8.0,338.267594904529,42.50000000000016,29.49999999999971,0.0
3095,496.62076086418494,8.0,14.267594904529156,42.50000000000016,29.49999999999971,0.0
3113,564.9095554207893,8.0,86.2675949045292,42.50000000000016,29.49999999999971,0.0
3114,570.6242799209798,8.0,90.2675949045292,42.50000000000016,29.49999999999971,0.0
3133,465.6828379575569,8.0,166.26759490452912,42.50000000000016,29.49999999999971,0.0
3151,354.7511361763554,8.0,220.26759490452915,41.50000000000016,29.49999999999971,0.0
3170,193.8142105935526,8.0,144.26759490452903,40.50000000000016,29.49999999999971,0.0
3190,269.49929229065447,8.0,64.26759490452893,40.50000000000016,29.49999999999971,0.0
3209,347.20918594721377,8.0,108.26759490452916,40.50000000000016,29.49999999999971,0.0
3210,344.4344344394171,8.0,112.26759490452918,40.50000000000016,29.49999999999971,0.0
3228,422.40697440800295,8.0,184.26759490452926,40.50000000000016,29.49999999999971,0.0
3248,256.1599675468856,8.0,264.2675949045292,40.50000000000016,29.49999999999971,0.0
3249,246.58489438748794,8.0,268.26759490452923,40.50000000000016,29.49999999999971,0.0
3265,197.55016660574444,8.0,306.26759490452923,39.50000000000016,29.49999999999971,0.0
3281,52.875726459972135,8.0,242.26759490452915,39.50000000000016,29.49999999999971,0.0
3282,45.487031105790315,8.0,238.26759490452912,37.90000000000016,28.899999999999707,0.0
3283,46.485278724162455,0.0,234.26759490452915,37.30000000000016,28.299999999999706,0.0
3284,49.421743047632454,-1.0,234.26759490452915,37.30000000000016,28.299999999999706,0.0
3299,226.98162788796526,-8.0,153.26759490452906,40.30000000000016,24.299999999999706,0.0
3300,232.9343222958271,-8.0,149.26759490452906,40.30000000000016,24.299999999999706,0.0
3316,261.1678059336505,-8.0,190.26759490452926,39.30000000000016,24.299999999999706,0.0
3317,265.75833142566734,-8.0,194.26759490452923,39.30000000000016,24.299999999999706,0.0
3335,447.1840850428586,-8.0,266.26759490452935,42.30000000000016,20.299999999999706,0.0
3336,452.7026548355675,-8.0,270.26759490452935,42.30000000000016,20.299999999999706,0.0
3355,354.32364387705945,3.0,11.01759490452924,42.30000000000016,20.299999999999706,0.0
3373,583.1306735268124,8.0,4.267594904529259,42.30000000000016,20.299999999999706,0.0
3391,557.2732355754241,8.0,292.2675949045292,42.30000000000016,20.299999999999706,0.0
3392,555.4118364381251,8.0,288.2675949045292,42.30000000000016,20.299999999999706,0.0
3409,578.2332274965921,8.0,236.26759490452923,42.30000000000016,20.299999999999706,0.0
3427,514.9646704489475,8.0,308.26759490452935,42.30000000000016,20.299999999999706,0.0
3445,709.2977311936904,8.0,20.26759490452943,42.30000000000016,20.299999999999706,0.0
3465,703.9170669182687,8.0,100.26759490452935,42.30000000000016,20.299999999999706,0.0
3483,729.5394593779852,8.0,106.26759490452929,42.30000000000016,20.299999999999706,0.0
3484,732.732385188367,8.0,102.26759490452928,42.30000000000016,20.299999999999706,0.0
3503,740.5219616897348,8.0,26.267594904529215,42.30000000000016,20.299999999999706,0.0
3520,943.7930629408864,8.0,318.2675949045293,42.30000000000016,20.299999999999706,0.0
3521,951.1043741796964,8.0,322.2675949045293,42.30000000000016,20.299999999999706,0.0
3539,869.2856841665463,-8.0,61.267594904529325,39.30000000000016,20.299999999999706,0.0
3557,952.7185463708478,-8.0,133.26759490452943,39.30000000000016,20.299999999999706,0.0
3576,811.3987009594542,8.0,220.26759490452932,36.30000000000016,20.299999999999706,0.0
3594,752.3390223579503,8.0,148.26759490452923,35.30000000000016,20.299999999999706,0.0
3613,642.6405087649396,8.0,72.26759490452913,35.30000000000016,20.299999999999706,0.0
3632,819.8428369265283,8.0,100.26759490452935,35.30000000000016,20.299999999999706,0.0
3651,665.4536010283359,8.0,176.26759490452943,35.30000000000016,20.299999999999706,0.0
3669,629.3384282017921,8.0,248.26759490452932,34.30000000000016,20.299999999999706,0.0
3687,517.5192346098472,8.0,318.2675949045294,34.30000000000016,20.299999999999706,0.0
3705,600.9607435024076,8.0,246.26759490452932,37.30000000000016,16.299999999999706,0.0
3723,411.4641698822347,8.0,174.2675949045292,37.30000000000016,16.299999999999706,0.0
3742,345.91842263323855,8.0,178.26759490452937,36.30000000000016,16.299999999999706,0.0
3759,181.97578195468046,8.0,246.26759490452946,35.30000000000016,16.299999999999706,0.0
3760,179.70338324347117,8.0,250.26759490452946,35.30000000000016,16.299999999999706,0.0
3777,302.06754863969746,8.0,318.2675949045294,35.30000000000016,16.299999999999706,0.0
3796,398.5598277357702,8.0,34.26759490452946,35.30000000000016,16.299999999999706,0.0
3815,548.3188171808737,8.0,348.2675949045294,35.30000000000016,16.299999999999706,0.0
3833,616.8241173804898,8.0,276.26759490452935,35.30000000000016,16.299999999999706,0.0
3851,659.8810193143721,8.0,252.26759490452943,35.30000000000016,16.299999999999706,0.0
3869,742.776794644287,-1.0,330.2675949045295,32.30000000000016,16.299999999999706,0.0
3870,739.4636286180298,-2.0,339.5175949045295,32.30000000000016,16.299999999999706,0.0
3888,717.3434491178651,8.0,91.76759490452937,29.80000000000016,16.299999999999706,0.0
3907,561.3728406263535,8.0,110.26759490452937,29.80000000000016,16.299999999999706,0.0
3926,596.0830482202782,8.0,34.26759490452932,29.80000000000016,16.299999999999706,0.0
3945,682.5181057625621,8.0,318.2675949045294,29.80000000000016,16.299999999999706,0.0
3963,870.4966659543362,8.0,30.267594904529464,29.80000000000016,16.299999999999706,0.0
3982,840.8328169508354,8.0,106.26759490452953,29.80000000000016,16.299999999999706,0.0
3983,834.5279297708465,8.0,110.26759490452955,29.80000000000016,16.299999999999706,0.0
4001,795.7666115973822,8.0,182.26759490452946,29.80000000000016,16.299999999999706,0.0
4019,601.9455558625207,8.0,204.26759490452946,28.80000000000016,16.299999999999706,0.0
4038,536.437550580514,8.0,128.26759490452935,27.80000000000016,16.299999999999706,0.0
4057,480.2257648682135,8.0,52.26759490452924,27.80000000000016,16.299999999999706,0.0
4058,485.0553861313642,8.0,48.267594904529396,30.80000000000016,12.299999999999706,0.0
4076,641.7157205207523,8.0,120.26759490452947,30.80000000000016,12.299999999999706,0.0
4096,454.7004263264114,8.0,200.26759490452957,30.80000000000016,12.299999999999706,0.0
4113,427.99613556444024,8.0,264.2675949045295,29.80000000000016,12.299999999999706,0.0
4114,423.9751326677637,8.0,268.2675949045295,29.80000000000016,12.299999999999706,0.0
4115,419.00104376319297,8.0,272.2675949045295,29.80000000000016,12.299999999999706,0.0
4131,335.2996698433233,8.0,302.2675949045295,32.80000000000016,8.299999999999706,0.0
4149,387.24289162312965,8.0,230.26759490452943,32.80000000000016,8.299999999999706,0.0
4166,212.18346822782712,8.0,162.26759490452932,32.80000000000016,8.299999999999706,0.0
4167,201.22465109890592,8.0,158.26759490452932,31.80000000000016,8.299999999999706,0.0
4186,118.33571283953947,8.0,194.26759490452957,33.80000000000016,4.299999999999706,0.0
4187,113.08045795091299,8.0,198.26759490452955,33.80000000000016,4.299999999999706,0.0
4199,82.09037624694228,8.0,246.2675949045296,33.80000000000016,4.299999999999706,0.0
4200,94.7687841101475,8.0,250.2675949045296,33.80000000000016,4.299999999999706,0.0
4219,217.9024042474786,8.0,326.2675949045296,33.80000000000016,4.299999999999706,0.0
4220,221.51512549280525,8.0,330.2675949045295,33.80000000000016,4.299999999999706,0.0
4239,277.0412605808626,8.0,46.267594904529616,33.80000000000016,4.299999999999706,0.0
4258,391.57707905644145,8.0,336.2675949045295,33.80000000000016,4.299999999999706,0.0
4259,403.1466722430884,8.0,332.2675949045295,33.80000000000016,4.299999999999706,0.0
4277,485.7723117116078,8.0,260.26759490452946,33.80000000000016,4.299999999999706,0.0
4294,540.3286507980528,8.0,264.26759490452963,33.80000000000016,4.299999999999706,0.0
4313,565.2753277049541,-8.0,7.267594904529652,30.80000000000016,4.299999999999706,0.0
4331,494.9828046513864,8.0,103.51759490452959,27.80000000000016,4.299999999999706,0.0
4350,346.9622276570981,8.0,102.26759490452957,26.80000000000016,4.299999999999706,0.0
4369,332.1848278890695,8.0,26.26759490452952,26.80000000000016,4.299999999999706,0.0
4370,341.62196378269067,8.0,22.267594904529524,26.80000000000016,4.299999999999706,0.0
4388,438.0632164432814,8.0,326.26759490452963,26.80000000000016,4.299999999999706,0.0
4407,608.218871308548,8.0,42.267594904529666,26.80000000000016,4.299999999999706,0.0
4426,546.0557003907177,8.0,118.26759490452974,26.80000000000016,4.299999999999706,0.0
4445,487.7537413571572,8.0,194.26759490452966,25.80000000000016,4.299999999999706,0.0
4463,299.92313084856465,8.0,192.26759490452963,25.80000000000016,4.299999999999706,0.0
4482,243.4798237575216,8.0,116.26759490452952,24.80000000000016,4.299999999999706,0.0
4483,244.9150980941634,8.0,112.26759490452952,24.80000000000016,4.299999999999706,0.0
4502,240.51259254470386,8.0,60.2675949045296,24.80000000000016,4.299999999999706,0.0
4503,247.52585772042633,8.0,64.26759490452962,24.80000000000016,4.299999999999706,0.0
4522,420.87745664691454,8.0,140.26759490452972,24.80000000000016,4.299999999999706,0.0
4523,419.5538720364656,8.0,144.26759490452972,24.80000000000016,4.299999999999706,0.0
4542,278.8799024569553,8.0,220.26759490452983,24.80000000000016,4.299999999999706,0.0
4560,215.0846572166831,8.0,292.26759490452974,23.80000000000016,4.299999999999706,0.0
4576,70.01699458201226,8.0,282.2675949045297,26.80000000000016,0.29999999999970584,0.0
4577,67.0526160558569,8.0,278.2675949045297,26.80000000000016,0.29999999999970584,0.0
4591,88.79268384783981,8.0,222.2675949045296,26.80000000000016,0.29999999999970584,0.0
4592,88.25129825651204,8.0,218.26759490452963,26.80000000000016,0.29999999999970584,0.0
4593,86.03175011370327,8.0,214.2675949045296,26.80000000000016,0.29999999999970584,0.0
4605,75.12578236792417,8.0,166.26759490452955,26.80000000000016,0.29999999999970584,0.0
4606,85.82101170125486,8.0,162.26759490452952,26.80000000000016,0.29999999999970584,0.0
4621,178.21903040523821,8.0,174.26759490452974,26.80000000000016,0.29999999999970584,0.0
